Nombre;Provincia;Plato Típico
Vilamarxant;Valencia/València;Paella Valenciana
Massanassa;Valencia/València;Paella Valenciana
Buñol;Valencia/València;Paella Valenciana
Tavernes Blanques;Valencia/València;Paella Valenciana
San Antonio de Benagéber;Valencia/València;Paella Valenciana
Almussafes;Valencia/València;Paella Valenciana
Rafelbunyol;Valencia/València;Paella Valenciana
Puig de Santa Maria, el;Valencia/València;Paella Valenciana
Cheste;Valencia/València;Paella Valenciana
Olleria, l';Valencia/València;Paella Valenciana
Pobla de Farnals, la;Valencia/València;Paella Valenciana
Montserrat;Valencia/València;Paella Valenciana
Foios;Valencia/València;Paella Valenciana
Almàssera;Valencia/València;Paella Valenciana
Rocafort;Valencia/València;Paella Valenciana
Villanueva de Castellón;Valencia/València;Paella Valenciana
Canet d'En Berenguer;Valencia/València;Paella Valenciana
Turís;Valencia/València;Paella Valenciana
Nàquera/Náquera;Valencia/València;Paella Valenciana
Museros;Valencia/València;Paella Valenciana
Albaida;Valencia/València;Paella Valenciana
Guadassuar;Valencia/València;Paella Valenciana
Benigànim;Valencia/València;Paella Valenciana
Xeraco;Valencia/València;Paella Valenciana
Ayora;Valencia/València;Paella Valenciana
Alcúdia de Crespins, l';Valencia/València;Paella Valenciana
Sollana;Valencia/València;Paella Valenciana
Enguera;Valencia/València;Paella Valenciana
Aielo de Malferit;Valencia/València;Paella Valenciana
Bellreguard;Valencia/València;Paella Valenciana
Pobla Llarga, la;Valencia/València;Paella Valenciana
Mogente/Moixent;Valencia/València;Paella Valenciana
Vilallonga/Villalonga;Valencia/València;Paella Valenciana
Bocairent;Valencia/València;Paella Valenciana
Albuixech;Valencia/València;Paella Valenciana
Albalat dels Sorells;Valencia/València;Paella Valenciana
Font d'En Carròs, la;Valencia/València;Paella Valenciana
Bonrepòs i Mirambell;Valencia/València;Paella Valenciana
Llosa de Ranes, la;Valencia/València;Paella Valenciana
Villar del Arzobispo;Valencia/València;Paella Valenciana
Faura;Valencia/València;Paella Valenciana
Godelleta;Valencia/València;Paella Valenciana
Vinalesa;Valencia/València;Paella Valenciana
Albalat de la Ribera;Valencia/València;Paella Valenciana
Simat de la Valldigna;Valencia/València;Paella Valenciana
Gilet;Valencia/València;Paella Valenciana
Alfara del Patriarca;Valencia/València;Paella Valenciana
Serra;Valencia/València;Paella Valenciana
Daimús;Valencia/València;Paella Valenciana
Corbera;Valencia/València;Paella Valenciana
Vallada;Valencia/València;Paella Valenciana
Navarrés;Valencia/València;Paella Valenciana
Montroi/Montroy;Valencia/València;Paella Valenciana
Genovés, el;Valencia/València;Paella Valenciana
Pedralba;Valencia/València;Paella Valenciana
Casinos;Valencia/València;Paella Valenciana
Catadau;Valencia/València;Paella Valenciana
Llombai;Valencia/València;Paella Valenciana
Piles;Valencia/València;Paella Valenciana
Miramar;Valencia/València;Paella Valenciana
Anna;Valencia/València;Paella Valenciana
Pobla del Duc, la;Valencia/València;Paella Valenciana
Favara;Valencia/València;Paella Valenciana
Polinyà de Xúquer;Valencia/València;Paella Valenciana
Massalfassar;Valencia/València;Paella Valenciana
Real de Gandia, el;Valencia/València;Paella Valenciana
Chella;Valencia/València;Paella Valenciana
Manuel;Valencia/València;Paella Valenciana
Almoines;Valencia/València;Paella Valenciana
Agullent;Valencia/València;Paella Valenciana
Llutxent;Valencia/València;Paella Valenciana
Rafelguaraf;Valencia/València;Paella Valenciana
Castelló de Rugat;Valencia/València;Paella Valenciana
Benimodo;Valencia/València;Paella Valenciana
Benissanó;Valencia/València;Paella Valenciana
Quatretonda;Valencia/València;Paella Valenciana
Benifairó de les Valls;Valencia/València;Paella Valenciana
Xeresa;Valencia/València;Paella Valenciana
Real;Valencia/València;Paella Valenciana
Yátova;Valencia/València;Paella Valenciana
Font de la Figuera, la;Valencia/València;Paella Valenciana
Loriguilla;Valencia/València;Paella Valenciana
Beniparrell;Valencia/València;Paella Valenciana
Càrcer;Valencia/València;Paella Valenciana
Marines;Valencia/València;Paella Valenciana
Olocau;Valencia/València;Paella Valenciana
Beniarjó;Valencia/València;Paella Valenciana
Riola;Valencia/València;Paella Valenciana
Quartell;Valencia/València;Paella Valenciana
Palma de Gandía;Valencia/València;Paella Valenciana
Montaverner;Valencia/València;Paella Valenciana
Barxeta;Valencia/València;Paella Valenciana
Massalavés;Valencia/València;Paella Valenciana
Benirredrà;Valencia/València;Paella Valenciana
Benifairó de la Valldigna;Valencia/València;Paella Valenciana
Alfarp;Valencia/València;Paella Valenciana
Ador;Valencia/València;Paella Valenciana
Chelva;Valencia/València;Paella Valenciana
Alqueria de la Comtessa, l';Valencia/València;Paella Valenciana
Estivella;Valencia/València;Paella Valenciana
Bolbaite;Valencia/València;Paella Valenciana
Rafelcofer;Valencia/València;Paella Valenciana
Rótova;Valencia/València;Paella Valenciana
Alcàntera de Xúquer;Valencia/València;Paella Valenciana
Macastre;Valencia/València;Paella Valenciana
Barx;Valencia/València;Paella Valenciana
Tous;Valencia/València;Paella Valenciana
Albalat dels Tarongers;Valencia/València;Paella Valenciana
Alfarrasí;Valencia/València;Paella Valenciana
Venta del Moro;Valencia/València;Paella Valenciana
Camporrobles;Valencia/València;Paella Valenciana
Antella;Valencia/València;Paella Valenciana
Llaurí;Valencia/València;Paella Valenciana
Atzeneta d'Albaida;Valencia/València;Paella Valenciana
Montesa;Valencia/València;Paella Valenciana
Alborache;Valencia/València;Paella Valenciana
Siete Aguas;Valencia/València;Paella Valenciana
Rotglà i Corberà;Valencia/València;Paella Valenciana
Senyera;Valencia/València;Paella Valenciana
Cofrentes;Valencia/València;Paella Valenciana
Sinarcas;Valencia/València;Paella Valenciana
Tuéjar;Valencia/València;Paella Valenciana
Sumacàrcer;Valencia/València;Paella Valenciana
Llanera de Ranes;Valencia/València;Paella Valenciana
Potries;Valencia/València;Paella Valenciana
Ademuz;Valencia/València;Paella Valenciana
Gavarda;Valencia/València;Paella Valenciana
Fortaleny;Valencia/València;Paella Valenciana
Palmera;Valencia/València;Paella Valenciana
Benicull de Xúquer;Valencia/València;Paella Valenciana
Algímia d'Alfara;Valencia/València;Paella Valenciana
Petrés;Valencia/València;Paella Valenciana
Quart de les Valls;Valencia/València;Paella Valenciana
Fontanars dels Alforins;Valencia/València;Paella Valenciana
Llocnou d'En Fenollet;Valencia/València;Paella Valenciana
Ènova, l';Valencia/València;Paella Valenciana
Novelé/Novetlè;Valencia/València;Paella Valenciana
Jalance;Valencia/València;Paella Valenciana
Cortes de Pallás;Valencia/València;Paella Valenciana
Jarafuel;Valencia/València;Paella Valenciana
Bugarra;Valencia/València;Paella Valenciana
Domeño;Valencia/València;Paella Valenciana
Caudete de las Fuentes;Valencia/València;Paella Valenciana
Emperador;Valencia/València;Paella Valenciana
Fuenterrobles;Valencia/València;Paella Valenciana
Bèlgida;Valencia/València;Paella Valenciana
Quesa;Valencia/València;Paella Valenciana
Chulilla;Valencia/València;Paella Valenciana
Benimuslem;Valencia/València;Paella Valenciana
Beneixida;Valencia/València;Paella Valenciana
Torres Torres;Valencia/València;Paella Valenciana
Teresa de Cofrentes;Valencia/València;Paella Valenciana
Alpuente;Valencia/València;Paella Valenciana
Alcublas;Valencia/València;Paella Valenciana
Benavites;Valencia/València;Paella Valenciana
Palomar, el;Valencia/València;Paella Valenciana
Villargordo del Cabriel;Valencia/València;Paella Valenciana
Montitxelvo/Montichelvo;Valencia/València;Paella Valenciana
Benicolet;Valencia/València;Paella Valenciana
Alfara de la Baronia;Valencia/València;Paella Valenciana
Gestalgar;Valencia/València;Paella Valenciana
Llocnou de Sant Jeroni;Valencia/València;Paella Valenciana
Bicorp;Valencia/València;Paella Valenciana
Guardamar de la Safor;Valencia/València;Paella Valenciana
Losa del Obispo;Valencia/València;Paella Valenciana
Sant Joanet;Valencia/València;Paella Valenciana
Higueruelas;Valencia/València;Paella Valenciana
Algar de Palancia;Valencia/València;Paella Valenciana
Chera;Valencia/València;Paella Valenciana
Guadasséquies;Valencia/València;Paella Valenciana
Ráfol de Salem;Valencia/València;Paella Valenciana
Beniflá;Valencia/València;Paella Valenciana
Titaguas;Valencia/València;Paella Valenciana
Alfauir;Valencia/València;Paella Valenciana
Otos;Valencia/València;Paella Valenciana
Benissoda;Valencia/València;Paella Valenciana
Salem;Valencia/València;Paella Valenciana
Torrebaja;Valencia/València;Paella Valenciana
Sellent;Valencia/València;Paella Valenciana
Aras de los Olmos;Valencia/València;Paella Valenciana
Gátova;Valencia/València;Paella Valenciana
Dos Aguas;Valencia/València;Paella Valenciana
Sot de Chera;Valencia/València;Paella Valenciana
Zarra;Valencia/València;Paella Valenciana
Calles;Valencia/València;Paella Valenciana
Millares;Valencia/València;Paella Valenciana
Cotes;Valencia/València;Paella Valenciana
Cerdà;Valencia/València;Paella Valenciana
Andilla;Valencia/València;Paella Valenciana
Castielfabib;Valencia/València;Paella Valenciana
Bellús;Valencia/València;Paella Valenciana
Granja de la Costera, la;Valencia/València;Paella Valenciana
Terrateig;Valencia/València;Paella Valenciana
Almiserà;Valencia/València;Paella Valenciana
Yesa, La;Valencia/València;Paella Valenciana
Beniatjar;Valencia/València;Paella Valenciana
Benissuera;Valencia/València;Paella Valenciana
Benagéber;Valencia/València;Paella Valenciana
Casas Bajas;Valencia/València;Paella Valenciana
Segart;Valencia/València;Paella Valenciana
Bufali;Valencia/València;Paella Valenciana
Rugat;Valencia/València;Paella Valenciana
Pinet;Valencia/València;Paella Valenciana
Vallés;Valencia/València;Paella Valenciana
Aielo de Rugat;Valencia/València;Paella Valenciana
Castellonet de la Conquesta;Valencia/València;Paella Valenciana
Torrella;Valencia/València;Paella Valenciana
Vallanca;Valencia/València;Paella Valenciana
Casas Altas;Valencia/València;Paella Valenciana
Estubeny;Valencia/València;Paella Valenciana
Llocnou de la Corona;Valencia/València;Paella Valenciana
Carrícola;Valencia/València;Paella Valenciana
Puebla de San Miguel;Valencia/València;Paella Valenciana
Sempere;Valencia/València;Paella Valenciana
Valladolid;Valladolid;Lechazo asado
Laguna de Duero;Valladolid;Lechazo asado
Medina del Campo;Valladolid;Lechazo asado
Arroyo de la Encomienda;Valladolid;Lechazo asado
Cistérniga;Valladolid;Lechazo asado
Tordesillas;Valladolid;Lechazo asado
Tudela de Duero;Valladolid;Lechazo asado
Íscar;Valladolid;Lechazo asado
Zaratán;Valladolid;Lechazo asado
Aldeamayor de San Martín;Valladolid;Lechazo asado
Simancas;Valladolid;Lechazo asado
Cigales;Valladolid;Lechazo asado
Peñafiel;Valladolid;Lechazo asado
Medina de Rioseco;Valladolid;Lechazo asado
Santovenia de Pisuerga;Valladolid;Lechazo asado
Boecillo;Valladolid;Lechazo asado
Renedo de Esgueva;Valladolid;Lechazo asado
Cabezón de Pisuerga;Valladolid;Lechazo asado
Olmedo;Valladolid;Lechazo asado
Pedrajas de San Esteban;Valladolid;Lechazo asado
Mojados;Valladolid;Lechazo asado
Villanubla;Valladolid;Lechazo asado
Portillo;Valladolid;Lechazo asado
Viana de Cega;Valladolid;Lechazo asado
Nava del Rey;Valladolid;Lechazo asado
Fuensaldaña;Valladolid;Lechazo asado
Valdestillas;Valladolid;Lechazo asado
Villalón de Campos;Valladolid;Lechazo asado
Mayorga;Valladolid;Lechazo asado
Alaejos;Valladolid;Lechazo asado
Rueda;Valladolid;Lechazo asado
Villanueva de Duero;Valladolid;Lechazo asado
Pedraja de Portillo, La;Valladolid;Lechazo asado
Serrada;Valladolid;Lechazo asado
Traspinedo;Valladolid;Lechazo asado
Campaspero;Valladolid;Lechazo asado
Seca, La;Valladolid;Lechazo asado
Matapozuelos;Valladolid;Lechazo asado
Villabrágima;Valladolid;Lechazo asado
Quintanilla de Onésimo;Valladolid;Lechazo asado
Carpio;Valladolid;Lechazo asado
Fresno el Viejo;Valladolid;Lechazo asado
Montemayor de Pililla;Valladolid;Lechazo asado
Castronuño;Valladolid;Lechazo asado
Cogeces del Monte;Valladolid;Lechazo asado
San Miguel del Arroyo;Valladolid;Lechazo asado
Mucientes;Valladolid;Lechazo asado
Alcazarén;Valladolid;Lechazo asado
Valoria la Buena;Valladolid;Lechazo asado
Pollos;Valladolid;Lechazo asado
Ataquines;Valladolid;Lechazo asado
Sardón de Duero;Valladolid;Lechazo asado
Pozal de Gallinas;Valladolid;Lechazo asado
Villaverde de Medina;Valladolid;Lechazo asado
Geria;Valladolid;Lechazo asado
Villabáñez;Valladolid;Lechazo asado
Villafrechós;Valladolid;Lechazo asado
San Pedro de Latarce;Valladolid;Lechazo asado
Pozaldez;Valladolid;Lechazo asado
Parrilla, La;Valladolid;Lechazo asado
Valbuena de Duero;Valladolid;Lechazo asado
Villalar de los Comuneros;Valladolid;Lechazo asado
Pesquera de Duero;Valladolid;Lechazo asado
Megeces;Valladolid;Lechazo asado
Siete Iglesias de Trabancos;Valladolid;Lechazo asado
Tordehumos;Valladolid;Lechazo asado
Torrelobatón;Valladolid;Lechazo asado
Villalba de los Alcores;Valladolid;Lechazo asado
Castronuevo de Esgueva;Valladolid;Lechazo asado
Ciguñuela;Valladolid;Lechazo asado
Mota del Marqués;Valladolid;Lechazo asado
San Miguel del Pino;Valladolid;Lechazo asado
Viloria;Valladolid;Lechazo asado
Cubillas de Santa Marta;Valladolid;Lechazo asado
Piña de Esgueva;Valladolid;Lechazo asado
Wamba;Valladolid;Lechazo asado
Castromonte;Valladolid;Lechazo asado
Trigueros del Valle;Valladolid;Lechazo asado
San Román de Hornija;Valladolid;Lechazo asado
Villagarcía de Campos;Valladolid;Lechazo asado
Peñaflor de Hornija;Valladolid;Lechazo asado
Olivares de Duero;Valladolid;Lechazo asado
Bobadilla del Campo;Valladolid;Lechazo asado
Bolaños de Campos;Valladolid;Lechazo asado
Tiedra;Valladolid;Lechazo asado
Nueva Villa de las Torres;Valladolid;Lechazo asado
Torrecilla de la Abadesa;Valladolid;Lechazo asado
Esguevillas de Esgueva;Valladolid;Lechazo asado
Villafranca de Duero;Valladolid;Lechazo asado
Torrecilla de la Orden;Valladolid;Lechazo asado
Casasola de Arión;Valladolid;Lechazo asado
Encinas de Esgueva;Valladolid;Lechazo asado
Langayo;Valladolid;Lechazo asado
Villavicencio de los Caballeros;Valladolid;Lechazo asado
Aguilar de Campos;Valladolid;Lechazo asado
Becilla de Valderaduey;Valladolid;Lechazo asado
Canalejas de Peñafiel;Valladolid;Lechazo asado
Rubí de Bracamonte;Valladolid;Lechazo asado
Unión de Campos, La;Valladolid;Lechazo asado
Aldea de San Miguel;Valladolid;Lechazo asado
Cuenca de Campos;Valladolid;Lechazo asado
Campillo, El;Valladolid;Lechazo asado
Castroverde de Cerrato;Valladolid;Lechazo asado
Ceinos de Campos;Valladolid;Lechazo asado
Bercero;Valladolid;Lechazo asado
Corcos;Valladolid;Lechazo asado
Olmos de Esgueva;Valladolid;Lechazo asado
Valdenebro de los Valles;Valladolid;Lechazo asado
Palazuelo de Vedija;Valladolid;Lechazo asado
Urueña;Valladolid;Lechazo asado
Rábano;Valladolid;Lechazo asado
Lomoviejo;Valladolid;Lechazo asado
Villanueva de los Caballeros;Valladolid;Lechazo asado
Castrejón de Trabancos;Valladolid;Lechazo asado
Fombellida;Valladolid;Lechazo asado
Castrillo-Tejeriego;Valladolid;Lechazo asado
Villardefrades;Valladolid;Lechazo asado
Pedrosa del Rey;Valladolid;Lechazo asado
Hornillos de Eresma;Valladolid;Lechazo asado
Santibáñez de Valcorba;Valladolid;Lechazo asado
Quintanilla de Arriba;Valladolid;Lechazo asado
Velascálvaro;Valladolid;Lechazo asado
Piñel de Abajo;Valladolid;Lechazo asado
San Vicente del Palacio;Valladolid;Lechazo asado
Castrodeza;Valladolid;Lechazo asado
Villavaquerín;Valladolid;Lechazo asado
Mudarra, La;Valladolid;Lechazo asado
Camporredondo;Valladolid;Lechazo asado
Roales de Campos;Valladolid;Lechazo asado
Fuente el Sol;Valladolid;Lechazo asado
Torrescárcela;Valladolid;Lechazo asado
Moral de la Reina;Valladolid;Lechazo asado
Melgar de Arriba;Valladolid;Lechazo asado
Valdunquillo;Valladolid;Lechazo asado
Castroponce;Valladolid;Lechazo asado
Cogeces de Íscar;Valladolid;Lechazo asado
Morales de Campos;Valladolid;Lechazo asado
San Cebrián de Mazote;Valladolid;Lechazo asado
Villán de Tordesillas;Valladolid;Lechazo asado
Curiel de Duero;Valladolid;Lechazo asado
Muriel;Valladolid;Lechazo asado
Gallegos de Hornija;Valladolid;Lechazo asado
Herrín de Campos;Valladolid;Lechazo asado
Villalbarba;Valladolid;Lechazo asado
Salvador de Zapardiel;Valladolid;Lechazo asado
Santervás de Campos;Valladolid;Lechazo asado
Vega de Valdetronco;Valladolid;Lechazo asado
Velliza;Valladolid;Lechazo asado
Brahojos de Medina;Valladolid;Lechazo asado
Saelices de Mayorga;Valladolid;Lechazo asado
San Llorente;Valladolid;Lechazo asado
Melgar de Abajo;Valladolid;Lechazo asado
Castrillo de Duero;Valladolid;Lechazo asado
Villarmentero de Esgueva;Valladolid;Lechazo asado
Zarza, La;Valladolid;Lechazo asado
Urones de Castroponce;Valladolid;Lechazo asado
Velilla;Valladolid;Lechazo asado
Berrueces;Valladolid;Lechazo asado
Montealegre de Campos;Valladolid;Lechazo asado
San Pablo de la Moraleja;Valladolid;Lechazo asado
Bahabón;Valladolid;Lechazo asado
Quintanilla de Trigueros;Valladolid;Lechazo asado
Corrales de Duero;Valladolid;Lechazo asado
Amusquillo;Valladolid;Lechazo asado
Ventosa de la Cuesta;Valladolid;Lechazo asado
Matilla de los Caños;Valladolid;Lechazo asado
Villanueva de los Infantes;Valladolid;Lechazo asado
Fompedraza;Valladolid;Lechazo asado
Valverde de Campos;Valladolid;Lechazo asado
Barcial de la Loma;Valladolid;Lechazo asado
Robladillo;Valladolid;Lechazo asado
Cervillego de la Cruz;Valladolid;Lechazo asado
Vega de Ruiponce;Valladolid;Lechazo asado
Piñel de Arriba;Valladolid;Lechazo asado
Villanueva de San Mancio;Valladolid;Lechazo asado
San Martín de Valvení;Valladolid;Lechazo asado
Bocigas;Valladolid;Lechazo asado
Tamariz de Campos;Valladolid;Lechazo asado
Villafuerte;Valladolid;Lechazo asado
Villacarralón;Valladolid;Lechazo asado
Monasterio de Vega;Valladolid;Lechazo asado
Villaco;Valladolid;Lechazo asado
Bocos de Duero;Valladolid;Lechazo asado
Canillas de Esgueva;Valladolid;Lechazo asado
Santa Eufemia del Arroyo;Valladolid;Lechazo asado
Villasexmir;Valladolid;Lechazo asado
Benafarces;Valladolid;Lechazo asado
Villacid de Campos;Valladolid;Lechazo asado
Bustillo de Chaves;Valladolid;Lechazo asado
Villagómez la Nueva;Valladolid;Lechazo asado
Villafrades de Campos;Valladolid;Lechazo asado
Quintanilla del Molar;Valladolid;Lechazo asado
Torre de Esgueva;Valladolid;Lechazo asado
Cabreros del Monte;Valladolid;Lechazo asado
Castrobol;Valladolid;Lechazo asado
Villanueva de la Condesa;Valladolid;Lechazo asado
Llano de Olmedo;Valladolid;Lechazo asado
Valdearcos de la Vega;Valladolid;Lechazo asado
